"Dataset","Model","Mean_WAIC","AICc","Num_Obs"
"9HB7IP4W_3.csv","weibull",-123.63221335559,-116.63221335559,28
"9HB7IP4W_3.csv","gompertz_hazard",-68.3577017965775,-61.3577017965775,28
"9HB7IP4W_3.csv","gompertz_survival",-96.4331037968594,-89.4331037968594,28
"9HB7IP4W_3.csv","loglogistic",-123.197419380315,-116.197419380315,28
"9HB7IP4W_3.csv","generalizedgamma",-126.319817987247,-116.580687552465,28
"9HB7IP4W_4.csv","exponential",-61.1842467471552,-56.7042467471552,28
"9HB7IP4W_4.csv","weibull",-99.2045800051075,-92.2045800051075,28
"9HB7IP4W_4.csv","gompertz_hazard",-74.5255233645907,-67.5255233645907,28
"9HB7IP4W_4.csv","gompertz_survival",-106.303901962826,-99.303901962826,28
"9HB7IP4W_4.csv","loglogistic",-82.7267118633068,-75.7267118633068,28
"9HB7IP4W_4.csv","generalizedgamma",-103.222445086071,-93.4833146512886,28
"9HB7IP4W_5.csv","exponential",-23.4655085591503,-18.7988418924836,21
"9HB7IP4W_5.csv","weibull",-101.006715833038,-93.5949511271555,21
"9HB7IP4W_5.csv","gompertz_hazard",-64.7938754361094,-57.3821107302271,21
"9HB7IP4W_5.csv","gompertz_survival",-75.7717533264049,-68.3599886205225,21
"9HB7IP4W_5.csv","loglogistic",-101.833659729075,-94.4218950231924,21
"9HB7IP4W_5.csv","generalizedgamma",-108.86304991156,-98.3630499115601,21
"9HB7IP4W_6.csv","exponential",-14.5762847132004,-10.0962847132004,28
"9HB7IP4W_6.csv","weibull",-119.412701619774,-112.412701619774,28
"9HB7IP4W_6.csv","gompertz_hazard",-99.7188317507373,-92.7188317507373,28
"9HB7IP4W_6.csv","gompertz_survival",-104.662755554287,-97.6627555542867,28
"9HB7IP4W_6.csv","loglogistic",-112.864480953036,-105.864480953036,28
"9HB7IP4W_6.csv","generalizedgamma",-119.513285996136,-109.774155561353,28
"9HB7IP4W_7.csv","exponential",-10.5300658085743,-5.3300658085743,13
"9HB7IP4W_7.csv","weibull",-58.1035311836195,-49.4368645169529,13
"9HB7IP4W_7.csv","gompertz_hazard",-42.2478992133872,-33.5812325467205,13
"9HB7IP4W_7.csv","gompertz_survival",-45.2564639202452,-36.5897972535786,13
"9HB7IP4W_7.csv","loglogistic",-85.6553652207096,-76.988698554043,13
"9HB7IP4W_7.csv","generalizedgamma",-58.0543332084799,-45.0543332084799,13
"9HB7IP4W_8.csv","exponential",-22.9144198594504,-18.1644198594504,19
"9HB7IP4W_8.csv","weibull",-90.7748144694068,-83.1748144694068,19
"9HB7IP4W_8.csv","gompertz_hazard",-54.5767066784584,-46.9767066784584,19
"9HB7IP4W_8.csv","gompertz_survival",-68.2143248031199,-60.6143248031198,19
"9HB7IP4W_8.csv","loglogistic",-85.5872733902748,-77.9872733902748,19
"9HB7IP4W_8.csv","generalizedgamma",-92.836848907908,-81.9797060507652,19
"9HB7IP4W_9.csv","exponential",-12.34580899269,-7.01247565935664,12
"9HB7IP4W_9.csv","weibull",-58.9484961462247,-49.9484961462247,12
