"Dataset","constant_AICc","constant_lambda","gompertz_AICc","survival_a","gompertz_b","weibull_AICc","weibull_lambda","weibull_k","loglogistic_AICc","loglogistic_alpha","loglogistic_beta","gamma_AICc","gamma_alpha","gamma_beta","gamma_gamma","deltaCG"
"8WWUNHQ2.csv",-16.3621479610659,2.1855934516048,-27.2949756077478,1.41007442339659,1.46937966606186,-23.7008530189034,0.46961604086113,1.37527018784603,-15.1404910596056,0.341351613520875,2.08517178869709,-16.5700508597212,1.52674210730971,0.642826254580766,1.09565513395793,10.9328276466819
"9HB7IP4W_1.csv",-68.6683483694596,2.61105060685159,-89.509807568479,1.87318497296132,1.31179229884937,-102.943865850253,0.393252613984599,1.33577157376817,-104.395335487038,0.284643047373831,2.12474161942496,-102.989374650315,0.938690103201434,0.36921620057664,1.45585112532989,20.8414591990194
"9HB7IP4W_10.csv",-16.4531882392536,1.67061733638868,-90.7195332916136,0.38730284231386,4.11053087302785,-100.588413040138,0.579215771805652,2.43618731149793,-69.3804983769935,0.480842029197141,3.62558611667093,-103.610917026757,1.25260376883933,0.639778304597014,2.12255865954331,74.26634505236
"9HB7IP4W_2.csv",-9.26648569509865,1.65250822877156,-59.9618759836844,0.382135876965049,4.08173292987251,-58.6806532844692,0.58664138766164,2.45841780884264,-40.3500498792909,0.49186144960791,3.77731942363649,-61.6095796643477,3.5484950988536,0.946741627030114,1.6561008267251,50.6953902885857
"9HB7IP4W_3.csv",-39.328923032678,1.70240199853301,-89.4010918682668,0.713841598365002,2.66656539261635,-116.769719638056,0.562753475071908,1.88261541553649,-115.677887435957,0.444829681962566,2.81502649679829,-116.582259006027,0.937164740142185,0.537844270421052,2.02563549271581,50.0721688355888
"9HB7IP4W_4.csv",-56.6358699750587,1.8022420987603,-99.1692318532246,0.979328364770644,1.85239587474656,-92.2533266434053,0.552605199761535,1.5090757970886,-75.831801826882,0.410287796204982,2.15814864269812,-93.4616004074083,1.4287201481209,0.702039441909909,1.25755423413741,42.5333618781659
"9HB7IP4W_5.csv",-18.5696110970359,1.99076454144646,-67.8784847084861,0.497868158825165,4.48184898340102,-92.0961182047202,0.501040252143509,2.33284588346808,-93.302215211573,0.414319654510421,3.62808419352359,-96.3069565423232,0.932410568218669,0.48055210700245,2.56776139705342,49.3088736114502
"9HB7IP4W_6.csv",-10.3173083820579,1.15293952807556,-98.6616511183621,0.124031377316832,5.24004381134342,-111.949830425508,0.707669751091386,3.48085998014714,-104.259620027657,0.622576074479728,5.21867680990313,-109.519274908759,191.5673391871,3.05725133675507,1.82020724338012,88.3443427363042
"9HB7IP4W_7.csv",-5.30699606740603,2.11452552282001,-35.0786002804356,0.274890701554389,6.76642044436649,-47.2384815895039,0.473249200545953,2.9251346244024,-75.5014600176602,0.406674795988587,4.53471534524404,-42.8614601877414,151769.220600247,27.8229471759354,1.46462187551171,29.7716042130296
"9HB7IP4W_8.csv",-18.4776935910823,2.09828263515377,-62.0408381958579,0.616781534302568,4.03714654925175,-84.761752214196,0.484444669028276,2.18191033548779,-76.9646217568066,0.393903515521976,3.3994473981028,-83.1546751314641,0.954852048389878,0.470844264190638,2.30578452310334,43.5631446047756
"9HB7IP4W_9.csv",-5.7578472709923,1.84873623287044,-38.5038545342626,0.411925612460313,4.47886389173201,-45.7116940539021,0.539117795423215,2.45919437779906,-32.3894268069411,0.452163101217041,3.84428852441348,-41.7560013982506,19.1309099317102,1.65062785237089,1.40589126456894,32.7460072632703
"9ZDIQQFT.csv",7.50807828949066,1.5358072367603,-2.68403876178924,0.00948313241040931,10.7648111679664,-5.75863841465665,0.651265193804735,6.52484845487783,-16.5732833532584,0.60705620402536,9.87590703102447,23.2906976067385,0.961249506988842,0.646416128297621,6.73715589881781,10.1921170512799
"A7LJPBWL_1.csv",0.434683374188943,1.20968817737372,-64.9229209062826,0.05746246799697,7.06434472432335,-75.510872919064,0.676860547404129,4.24299843195859,-78.8409556444522,0.607306236675309,6.34659208798064,-72.5033456226111,100595.526918261,10.1770513700544,2.12570921356057,65.3576042804715
"ASXFW6GM_1.csv",3.79835126329575,1.92218377915294,-14.8243675256835,0.0471211474308769,14.2245287961733,-11.5035912888941,0.399722341835324,5.27238645716324,-5.74269050699924,0.368337039852035,7.18238207926302,15.9742245101152,1.92918359034669,0.44904899748701,4.07540407451456,18.6227187889792
"ASXFW6GM_2.csv",1.87235869648596,3.74986379231569,-319.712884461925,3.28022913462063e-05,46.2435227858303,-317.285345383016,0.306083265271155,14.131479510151,-85.5102375533724,0.29819898815115,22.3738018576904,NA,NA,NA,NA,321.585243158411
"ASXFW6GM_3.csv",-13.9448767333113,1.94106579432238,-11.999898449931,1.2606159164824,1.27198562363916,-10.3531691876052,0.518334956209884,1.06094742661941,-7.40582314475569,0.333040815171945,1.3814907176502,-7.02393684514559,2.15798698915679,1.00159397257061,0.823803300789088,-1.9449782833803
"ASXFW6GM_4.csv",-1.77758445636227,10.4235456389124,-0.349844083895178,14.4759589079648,-6.73961545787573,-3.36662535056886,0.106017371539047,0.374101650391727,-2.71489362675558,0.0449356065466714,0.685047179074258,10.4755315107043,1.48970692908033,0.316901747750636,0.28580765572265,-1.42774037246709
"BDDUPN58.csv",3.84341894081625,1.81528289666714,2.31359985234655,0.403506168009318,3.80358085572162,9.3491787459504,0.600945508837853,2.5081695538713,15.0388433998848,0.502601642235782,3.84873741694033,Inf,1.79615987034818,0.758611088222078,1.89712500621063,1.5298190884697
"BQIQ3YT9.csv",-10.7477890593563,2.50750734326615,-53.5366812775007,0.726919053431241,4.94139143584714,-36.4226120828188,0.404045994721961,2.13257859972017,-23.6672471767135,0.333520439034831,3.32998665478325,-38.7400964606404,2.55970267503827,0.610592459162395,1.52760210155768,42.7888922181444
"CJGSNI9D_1.csv",6.75929847226134,0.425889111778795,-88.7855047657568,2.12713578343372e-08,22.6905164781191,-93.6604922730712,0.916205947709855,19.6440383024248,-55.2329296709023,0.895529603030328,26.8026684794904,-89.3145000393698,1.02514832959532,0.917359041294865,19.4244213729165,95.5448032380181
"CJGSNI9D_2.csv",-3.03968175928456,1.49025136784024,-45.1441053978552,0.121993651255132,6.83050010879881,-55.3993992289616,0.587693634210682,3.51860208125667,-71.6261498167869,0.514717645402122,5.36811252406292,-58.2186330919504,0.921169378343222,0.568650460874683,3.83320505156857,42.1044236385706
"CJGSNI9D_3.csv",8.80343447300124,1.73855658024798,-66.5801566558018,0.0118707505175753,13.3776637389509,-73.8800816064345,0.525592143425468,6.15952891693214,-87.0418306436038,0.485974754696623,9.47879882961541,-71.1441499863017,352917.589582605,4.17742736415184,3.08212738630038,75.383591128803
"EMZR7I8C.csv",5.69189253106263,2.97322685897175,12.0558294482593,0.0323419117700597,17.7277989631453,11.8965803745606,0.353848420927247,5.91263642622762,7.48757789588355,0.328291304722195,8.34029083802459,Inf,4675.97152693933,1.46215258899212,2.98358111313945,-6.36393691719667
"EQGS7A8E.csv",3.1425372072548,1.04732156194726,-41.2362238979925,0.00841145552655234,8.30462956230759,-39.1800677961542,0.827601695334217,6.67626480772686,-30.1094032837761,0.778334105064384,10.2870369725046,-36.4099987082173,4.38658199330678,1.01625882816726,4.32361175433,44.3787611052473
"EX3PL84S_1.csv",2.19602690744969,1.58594111061253,-3.07974490042094,0.385618958812415,3.76633526002921,-8.53767923573076,0.610558680125936,2.43626781804864,-5.53650670217621,0.506021030139192,3.72073554158388,21.4514842652568,0.989498721918049,0.607159885124272,2.46213591898326,5.27577180787063
"EX3PL84S_3.csv",4.76508376445716,1.21144524502912,-2.53555437479856,0.158862861617818,4.6114017298321,-3.91690579774109,0.720201414307074,3.161767056738,-0.702113751266261,0.621331960416874,4.63836232341311,25.6861746022265,1.16776640682033,0.761041684097475,2.85827707873865,7.30063813925572
"EX3PL84S_4.csv",4.92175357784416,1.1992394475708,-3.67646011238999,0.141621955726762,4.79488154855305,-5.03087348969263,0.724680135482899,3.28323275372838,-1.13907931289343,0.629351952770887,4.82483288103831,24.4240038637343,1.19128506275075,0.768800803355785,2.93807418516072,8.59821369023415
"F99VXZNN.csv",-9.22682026044206,1.83827847377911,-24.2113854739897,0.482312978533056,4.67369840528599,-28.5562949673281,0.503825504128442,2.35101023066509,-32.4869535571299,0.421061396395351,3.76008424925279,-25.0375706470807,0.929855713719661,0.483020742756977,2.61973573249626,14.9845652135476
"FRAQNTF6_1.csv",-8.90149861605127,2.89548118775583,-35.896523767224,0.604197736646343,7.98330306413418,-45.8231180308128,0.325568815343245,2.6120329070355,-51.8528121553291,0.274463263286088,3.93945154024513,-41.7429443602446,125742.97726773,29.0024583541094,1.3081204266875,26.9950251511727
"FRAQNTF6_2.csv",-0.639998777863976,2.28652736647777,-58.2181191176012,0.177875533663448,10.2569651329305,-81.9315355687399,0.391722184830701,3.71840310479655,-61.0339830287621,0.347202830247916,5.61839511684512,-77.9808388491449,7153.82911879295,4.19970962669782,1.87344371779904,57.5781203397372
"FRAQNTF6_3.csv",-0.388935665508442,2.06968914682014,-50.1976921121326,0.127195134647273,9.41568005160879,-67.1261178271932,0.454374885320773,3.86436194068475,-90.8701971038991,0.403846633251521,5.80965721540048,-63.5303288078953,95358.2273263955,8.79155304140695,1.93580664415014,49.8087564466242
"FRAQNTF6_4.csv",-3.70988931481866,2.27984105752535,-67.951850384339,0.169070757262258,9.92403454444454,-78.4494858787861,0.406931404070938,3.75167811433461,-62.66322260471,0.36106285952862,5.52623037046519,-74.8879837263832,682.354093574693,2.24499337077642,1.921948213453,64.2419610695203
"FTYRZ259.csv",-14.3645058878429,0.913201064643051,-63.6354239078269,0.134269490751253,4.26608049813929,-56.4346805100477,0.809035274493121,3.03211431255124,-47.9011370728375,0.701965728867353,3.99660651978932,-57.2581210810984,2.11480906840611,1.01090415120155,2.34542296496121,49.270918019984
"G9FYXDG9_1.csv",3.14713248904906,1.5050250111826,2.81097693244501,0.2040230122531,4.41348501928368,1.15039635408397,0.695249574712424,3.31148734650249,-0.732796085065214,0.612501168344317,5.51693739545837,30.6735017654583,0.922255269829291,0.671746035207773,3.7952015587721,0.33615555660405
"GB5SCAXN.csv",2.08961520451088,2.4290555260709,13.116330056186,0.160731395072843,9.05780406283034,13.087606325707,0.44324037091078,3.97695843297457,10.3958888455731,0.399758121137996,5.5230618833763,Inf,0.970118713601955,0.439902776579167,3.98254550019878,-11.0267148516751
"GF3VR72W_1.csv",6.70300573351197,1.06775964882528,-3.21001822949324,0.0425159109996198,6.27592537928209,0.876803188095668,0.789328085188474,4.63880183112934,4.93443583019473,0.719124280824345,6.78940959831431,28.6961964379027,2.56353534066752,0.952650137347973,3.36097710853731,9.91302396300521
"GHEVMR39_1.csv",5.5605686423172,2.60303769331038,-9.70760855857915,0.255480981854445,8.33219558312959,-10.605010827818,0.405472817553711,3.17122571632305,-5.74876115296446,0.338998952523533,4.70775550700491,Inf,0.966206013242175,0.398958285406519,3.26308810727708,15.2681772008963
"GHEVMR39_2.csv",1.48625860262053,2.50345503789485,3.29844911530097,0.758424570788335,4.35099524550481,-11.7120819330825,0.426084511067026,2.06502545211921,5.32335107208936,0.339013997175629,3.23903834542479,Inf,0.972626590698113,0.418658159074637,2.12922297605221,-1.81219051268044
"GQT9PNFD.csv",-13.7392327212911,1.66343995033813,-12.9576383374471,1.10356783536493,1.23721959695937,-13.3407939873919,0.59020468329516,1.36173648421623,-13.1693038797889,0.425280789288155,1.92711927744624,-8.10405865028709,1.01206658675382,0.596206014226787,1.3494801252174,-0.781594383843998
"GVMR7BGI_1.csv",-25.4626582796042,2.09635495315995,-52.4966606168145,1.017862898843,2.30669050547265,-45.6879709104125,0.492787601922945,1.63026500839894,-35.6726908680707,0.373618229430173,2.48030275175728,-45.2047617355929,1.69167365877672,0.681387453154325,1.26247635992537,27.0340023372103
"GVMR7BGI_2.csv",-29.4361815425319,2.38751887500156,-40.5501599689099,1.52221430872171,1.64305654518233,-41.7952456348827,0.432437659717546,1.45703473937957,-40.9893382493533,0.327449194313067,2.45552337543954,-38.0606135838958,24.0749771908332,3.48466222381857,0.804272721547802,11.113978426378
"JFZMJT8H_1.csv",-10.5048573013018,1.57578833544419,-12.5945445439033,0.856301519238937,1.78144579448643,-14.461511396162,0.609765815554418,1.6095563208887,-15.3412259182317,0.46302512711848,2.35590473281073,-8.65201448374483,0.921895633294107,0.571173242140967,1.75114583672253,2.0896872426015
"JFZMJT8H_2.csv",3.95050271716326,1.49145088402377,-3.45253492885783,0.160533934079248,5.14231800838919,-4.77796657712821,0.665857382495794,3.42826386983472,-5.12028618110369,0.5793502897225,5.26997270261269,4.53310443345029,0.970250958784141,0.657965036123314,3.53943956188703,7.40303764602109
"KJ6FH8V8.csv",-1.66141143321945,2.86457612697014,6.80898412081165,1.23959366510545,3.46822391565933,2.19723274254063,0.374230424064812,1.78250270947106,-0.743247346292168,0.294383594185127,3.03337650958989,Inf,44771.0754209659,150.506604108055,0.893360365428265,-8.4703955540311
"KV2D2BDL.csv",-6.68022701703477,2.18009597320956,-23.4550592802666,0.622033878745151,4.26183195291321,-29.9558925320664,0.468761907059176,2.1498526027544,-27.388843754705,0.378649973795054,3.28703730203397,-24.3411970204335,0.951654736928051,0.454491291555032,2.27553157909899,16.7748322632318
"MAQD6JH8.csv",12.7634831684725,1.51130192429203,Inf,0.213136719422588,4.705499048409,Inf,0.655242064991639,2.81077233573273,Inf,0.550139630468999,3.93320662648992,NA,NA,NA,NA,-Inf
"MFJSTZZX_1.csv",-16.6659859140299,2.19207852189142,-74.8122532837423,0.375126346067111,6.03953092120009,-94.7249273441857,0.458911742537675,2.74213978104475,-110.311257065857,0.387232337913973,4.33070743120459,-91.9998489996505,334656.670547655,47.3320283605082,1.37226404599408,58.1462673697124
"MFJSTZZX_2.csv",6.57959382161648,1.10568623046655,-35.8817617750741,0.00492758778302336,11.4013559317396,-40.3279611786753,0.68394727183688,6.46705022548262,-55.4362650793756,0.637748576199979,9.48843297295293,-36.6694896933157,283976.320276271,4.76714793104757,3.23458872317356,42.4613555966906
"MYHXRCTI.csv",9.4796309035008,1.10424609524411,-3.29128118195585,3.54898316977952e-07,23.753338688349,-3.42999591658588,0.759323304361579,16.8120557469132,-12.5269921700233,0.741829464968183,20.4713031432231,26.4972167533164,0.99050704116563,0.759348428363231,16.6475674084834,12.7709120854567
"N396BWST.csv",-4.98760255032505,1.5430633827926,-14.7872396181654,0.532940441401077,2.94169879740781,-18.3319539666027,0.615237047147436,2.07581511106826,-17.5647075267561,0.495122631079379,3.0768375409544,-11.170097872609,0.970659437866746,0.604155477618391,2.13671944914514,9.79963706784035
