"Dataset","Model","AICc","lambda","k","a","b","alpha","beta","gamma","LT50","Log_MT_Linearity","Num_Obs"
"7CJPGPP9_2.csv","generalizedgamma",-46.9480655675921,NA,NA,NA,NA,1.07579358837193,0.616348107276644,3.01634205160636,NA,NA,13
"7CJPGPP9_2.csv","exponential",-1.52100780665705,1.56688145039823,NA,NA,NA,NA,NA,NA,NA,NA,13
"7CJPGPP9_2.csv","weibull",-50.9060517229433,0.600117997697959,3.18795993102143,NA,NA,NA,NA,NA,NA,NA,13
"7CJPGPP9_2.csv","gompertz_survival",-43.7233250725422,NA,NA,0.18170048558037,5.67770166397185,NA,NA,NA,0.549617627209473,NA,13
"7CJPGPP9_2.csv","gompertz_survival_rawtime",-41.8310221914137,NA,NA,0.000342416038037448,0.0205015787720812,NA,NA,NA,182.88971250429,NA,13
"7CJPGPP9_2.csv","loglogistic",-39.0911191501072,NA,NA,NA,NA,0.519558357325416,4.79671970112544,NA,NA,NA,13
"7CJPGPP9_2.csv","generalizedgamma",-46.9480655675921,NA,NA,NA,NA,1.07579358837193,0.616348107276644,3.01634205160636,NA,NA,13
"7CJPGPP9_2.csv","exponential",-1.52100780665705,1.56688145039823,NA,NA,NA,NA,NA,NA,NA,NA,13
"7CJPGPP9_2.csv","weibull",-50.9060517229433,0.600117997697959,3.18795993102143,NA,NA,NA,NA,NA,NA,NA,13
"7CJPGPP9_2.csv","gompertz_survival",-43.7233250725422,NA,NA,0.18170048558037,5.67770166397185,NA,NA,NA,0.549617627209473,NA,13
"7CJPGPP9_2.csv","gompertz_survival_rawtime",-41.8310221914137,NA,NA,0.000342416038037448,0.0205015787720812,NA,NA,NA,182.88971250429,NA,13
"7CJPGPP9_2.csv","loglogistic",-39.0911191501072,NA,NA,NA,NA,0.519558357325416,4.79671970112544,NA,NA,NA,13
"7CJPGPP9_2.csv","generalizedgamma",-46.9480655675921,NA,NA,NA,NA,1.07579358837193,0.616348107276644,3.01634205160636,NA,NA,13
"7CJPGPP9_2.csv","exponential",-1.52100780665705,1.56688145039823,NA,NA,NA,NA,NA,NA,NA,NA,13
"7CJPGPP9_2.csv","weibull",-50.9060517229433,0.600117997697959,3.18795993102143,NA,NA,NA,NA,NA,NA,NA,13
"7CJPGPP9_2.csv","gompertz_survival",-43.7233250725422,NA,NA,0.18170048558037,5.67770166397185,NA,NA,NA,0.549617627209473,NA,13
"7CJPGPP9_2.csv","gompertz_survival_rawtime",-41.8310221914137,NA,NA,0.000342416038037448,0.0205015787720812,NA,NA,NA,182.88971250429,NA,13
"7CJPGPP9_2.csv","loglogistic",-39.0911191501072,NA,NA,NA,NA,0.519558357325416,4.79671970112544,NA,NA,NA,13
"7CJPGPP9_2.csv","generalizedgamma",-46.9480655675921,NA,NA,NA,NA,1.07579358837193,0.616348107276644,3.01634205160636,NA,NA,13
"7CJPGPP9_2.csv","exponential",-1.52100780665705,1.56688145039823,NA,NA,NA,NA,NA,NA,NA,NA,13
"7CJPGPP9_2.csv","weibull",-50.9060517229433,0.600117997697959,3.18795993102143,NA,NA,NA,NA,NA,NA,NA,13
"7CJPGPP9_2.csv","gompertz_survival",-43.7233250725422,NA,NA,0.18170048558037,5.67770166397185,NA,NA,NA,0.549617627209473,NA,13
"7CJPGPP9_2.csv","gompertz_survival_rawtime",-41.8310221914137,NA,NA,0.000342416038037448,0.0205015787720812,NA,NA,NA,182.88971250429,NA,13
"7CJPGPP9_2.csv","loglogistic",-39.0911191501072,NA,NA,NA,NA,0.519558357325416,4.79671970112544,NA,NA,NA,13
"7CJPGPP9_2.csv","generalizedgamma",-46.9480655675921,NA,NA,NA,NA,1.07579358837193,0.616348107276644,3.01634205160636,NA,NA,13
"83ZYKHKT.csv","exponential",-5.10919385939124,5.58116066581841,NA,NA,NA,NA,NA,NA,NA,NA,7
"83ZYKHKT.csv","weibull",0.831969329264945,0.193078144115142,1.3756553266786,NA,NA,NA,NA,NA,NA,NA,7
"83ZYKHKT.csv","gompertz_survival",0.516536576984704,NA,NA,3.49523339931672,3.47843408013068,NA,NA,NA,0.150820582179583,NA,7
"83ZYKHKT.csv","gompertz_survival_rawtime",0.516536576899803,NA,NA,0.03546386540283,0.0352932870981454,NA,NA,NA,14.8645261709351,NA,7
"83ZYKHKT.csv","loglogistic",1.66861801405493,NA,NA,NA,NA,0.14375536565953,2.25892224961068,NA,NA,NA,7
"83ZYKHKT.csv","generalizedgamma",14.6588649391552,NA,NA,NA,NA,1.60107232064178,0.273384172200167,1.05751105367373,NA,NA,7
"83ZYKHKT.csv","exponential",-5.10919385939124,5.58116066581841,NA,NA,NA,NA,NA,NA,NA,NA,7
"83ZYKHKT.csv","weibull",0.831969329264945,0.193078144115142,1.3756553266786,NA,NA,NA,NA,NA,NA,NA,7
"83ZYKHKT.csv","gompertz_survival",0.516536576984704,NA,NA,3.49523339931672,3.47843408013068,NA,NA,NA,0.150820582179583,NA,7
"83ZYKHKT.csv","gompertz_survival_rawtime",0.516536576899803,NA,NA,0.03546386540283,0.0352932870981454,NA,NA,NA,14.8645261709351,NA,7
"83ZYKHKT.csv","loglogistic",1.66861801405493,NA,NA,NA,NA,0.14375536565953,2.25892224961068,NA,NA,NA,7
"83ZYKHKT.csv","generalizedgamma",14.6588649391552,NA,NA,NA,NA,1.60107232064178,0.273384172200167,1.05751105367373,NA,NA,7
"83ZYKHKT.csv","exponential",-5.10919385939124,5.58116066581841,NA,NA,NA,NA,NA,NA,NA,NA,7
"83ZYKHKT.csv","weibull",0.831969329264945,0.193078144115142,1.3756553266786,NA,NA,NA,NA,NA,NA,NA,7
"83ZYKHKT.csv","gompertz_survival",0.516536576984704,NA,NA,3.49523339931672,3.47843408013068,NA,NA,NA,0.150820582179583,NA,7
"83ZYKHKT.csv","gompertz_survival_rawtime",0.516536576899803,NA,NA,0.03546386540283,0.0352932870981454,NA,NA,NA,14.8645261709351,NA,7
"83ZYKHKT.csv","loglogistic",1.66861801405493,NA,NA,NA,NA,0.14375536565953,2.25892224961068,NA,NA,NA,7
"83ZYKHKT.csv","generalizedgamma",14.6588649391552,NA,NA,NA,NA,1.60107232064178,0.273384172200167,1.05751105367373,NA,NA,7
"83ZYKHKT.csv","exponential",-5.10919385939124,5.58116066581841,NA,NA,NA,NA,NA,NA,NA,NA,7
"83ZYKHKT.csv","weibull",0.831969329264945,0.193078144115142,1.3756553266786,NA,NA,NA,NA,NA,NA,NA,7
"83ZYKHKT.csv","gompertz_survival",0.516536576984704,NA,NA,3.49523339931672,3.47843408013068,NA,NA,NA,0.150820582179583,NA,7
"83ZYKHKT.csv","gompertz_survival_rawtime",0.516536576899803,NA,NA,0.03546386540283,0.0352932870981454,NA,NA,NA,14.8645261709351,NA,7
"83ZYKHKT.csv","loglogistic",1.66861801405493,NA,NA,NA,NA,0.14375536565953,2.25892224961068,NA,NA,NA,7
"83ZYKHKT.csv","generalizedgamma",14.6588649391552,NA,NA,NA,NA,1.60107232064178,0.273384172200167,1.05751105367373,NA,NA,7
"83ZYKHKT.csv","exponential",-5.10919385939124,5.58116066581841,NA,NA,NA,NA,NA,NA,NA,NA,7
"83ZYKHKT.csv","weibull",0.831969329264945,0.193078144115142,1.3756553266786,NA,NA,NA,NA,NA,NA,NA,7
"83ZYKHKT.csv","gompertz_survival",0.516536576984704,NA,NA,3.49523339931672,3.47843408013068,NA,NA,NA,0.150820582179583,NA,7
"83ZYKHKT.csv","gompertz_survival_rawtime",0.516536576899803,NA,NA,0.03546386540283,0.0352932870981454,NA,NA,NA,14.8645261709351,NA,7
"83ZYKHKT.csv","loglogistic",1.66861801405493,NA,NA,NA,NA,0.14375536565953,2.25892224961068,NA,NA,NA,7
"83ZYKHKT.csv","generalizedgamma",14.6588649391552,NA,NA,NA,NA,1.60107232064178,0.273384172200167,1.05751105367373,NA,NA,7
"83ZYKHKT.csv","exponential",-5.10919385939124,5.58116066581841,NA,NA,NA,NA,NA,NA,NA,NA,7
"83ZYKHKT.csv","weibull",0.831969329264945,0.193078144115142,1.3756553266786,NA,NA,NA,NA,NA,NA,NA,7
"83ZYKHKT.csv","gompertz_survival",0.516536576984704,NA,NA,3.49523339931672,3.47843408013068,NA,NA,NA,0.150820582179583,NA,7
"83ZYKHKT.csv","gompertz_survival_rawtime",0.516536576899803,NA,NA,0.03546386540283,0.0352932870981454,NA,NA,NA,14.8645261709351,NA,7
"83ZYKHKT.csv","loglogistic",1.66861801405493,NA,NA,NA,NA,0.14375536565953,2.25892224961068,NA,NA,NA,7
"83ZYKHKT.csv","generalizedgamma",14.6588649391552,NA,NA,NA,NA,1.60107232064178,0.273384172200167,1.05751105367373,NA,NA,7
"83ZYKHKT.csv","exponential",-5.10919385939124,5.58116066581841,NA,NA,NA,NA,NA,NA,NA,NA,7
"83ZYKHKT.csv","weibull",0.831969329264945,0.193078144115142,1.3756553266786,NA,NA,NA,NA,NA,NA,NA,7
"83ZYKHKT.csv","gompertz_survival",0.516536576984704,NA,NA,3.49523339931672,3.47843408013068,NA,NA,NA,0.150820582179583,NA,7
"83ZYKHKT.csv","gompertz_survival_rawtime",0.516536576899803,NA,NA,0.03546386540283,0.0352932870981454,NA,NA,NA,14.8645261709351,NA,7
"83ZYKHKT.csv","loglogistic",1.66861801405493,NA,NA,NA,NA,0.14375536565953,2.25892224961068,NA,NA,NA,7
"83ZYKHKT.csv","generalizedgamma",14.6588649391552,NA,NA,NA,NA,1.60107232064178,0.273384172200167,1.05751105367373,NA,NA,7
"8C5XBCN2A.csv","exponential",-1.03175528638103,1.60328605268889,NA,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2A.csv","weibull",-21.6053911061906,0.610243229678758,2.68464309423983,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2A.csv","gompertz_survival",-27.3187658626663,NA,NA,0.28627009024868,4.49704733811746,NA,NA,NA,0.550492380452138,NA,8
"8C5XBCN2A.csv","gompertz_survival_rawtime",-27.3187658624183,NA,NA,0.00300554812769785,0.0472143789202987,NA,NA,NA,52.4329340816258,NA,8
"8C5XBCN2A.csv","loglogistic",-12.4052432299633,NA,NA,NA,NA,0.515283855421852,3.97557001268892,NA,NA,NA,8
"8C5XBCN2A.csv","generalizedgamma",-16.0912436493775,NA,NA,NA,NA,1.81713728241206,0.758173114472751,2.07870849248797,NA,NA,8
"8C5XBCN2A.csv","exponential",-1.03175528638103,1.60328605268889,NA,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2A.csv","weibull",-21.6053911061906,0.610243229678758,2.68464309423983,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2A.csv","gompertz_survival",-27.3187658626663,NA,NA,0.28627009024868,4.49704733811746,NA,NA,NA,0.550492380452138,NA,8
"8C5XBCN2A.csv","gompertz_survival_rawtime",-27.3187658624183,NA,NA,0.00300554812769785,0.0472143789202987,NA,NA,NA,52.4329340816258,NA,8
"8C5XBCN2A.csv","loglogistic",-12.4052432299633,NA,NA,NA,NA,0.515283855421852,3.97557001268892,NA,NA,NA,8
"8C5XBCN2A.csv","generalizedgamma",-16.0912436493775,NA,NA,NA,NA,1.81713728241206,0.758173114472751,2.07870849248797,NA,NA,8
"8C5XBCN2A.csv","exponential",-1.03175528638103,1.60328605268889,NA,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2A.csv","weibull",-21.6053911061906,0.610243229678758,2.68464309423983,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2A.csv","gompertz_survival",-27.3187658626663,NA,NA,0.28627009024868,4.49704733811746,NA,NA,NA,0.550492380452138,NA,8
"8C5XBCN2A.csv","gompertz_survival_rawtime",-27.3187658624183,NA,NA,0.00300554812769785,0.0472143789202987,NA,NA,NA,52.4329340816258,NA,8
"8C5XBCN2A.csv","loglogistic",-12.4052432299633,NA,NA,NA,NA,0.515283855421852,3.97557001268892,NA,NA,NA,8
"8C5XBCN2A.csv","generalizedgamma",-16.0912436493775,NA,NA,NA,NA,1.81713728241206,0.758173114472751,2.07870849248797,NA,NA,8
"8C5XBCN2A.csv","exponential",-1.03175528638103,1.60328605268889,NA,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2A.csv","weibull",-21.6053911061906,0.610243229678758,2.68464309423983,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2A.csv","gompertz_survival",-27.3187658626663,NA,NA,0.28627009024868,4.49704733811746,NA,NA,NA,0.550492380452138,NA,8
"8C5XBCN2A.csv","gompertz_survival_rawtime",-27.3187658624183,NA,NA,0.00300554812769785,0.0472143789202987,NA,NA,NA,52.4329340816258,NA,8
"8C5XBCN2A.csv","loglogistic",-12.4052432299633,NA,NA,NA,NA,0.515283855421852,3.97557001268892,NA,NA,NA,8
"8C5XBCN2A.csv","generalizedgamma",-16.0912436493775,NA,NA,NA,NA,1.81713728241206,0.758173114472751,2.07870849248797,NA,NA,8
"8C5XBCN2A.csv","exponential",-1.03175528638103,1.60328605268889,NA,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2A.csv","weibull",-21.6053911061906,0.610243229678758,2.68464309423983,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2A.csv","gompertz_survival",-27.3187658626663,NA,NA,0.28627009024868,4.49704733811746,NA,NA,NA,0.550492380452138,NA,8
"8C5XBCN2A.csv","gompertz_survival_rawtime",-27.3187658624183,NA,NA,0.00300554812769785,0.0472143789202987,NA,NA,NA,52.4329340816258,NA,8
"8C5XBCN2A.csv","loglogistic",-12.4052432299633,NA,NA,NA,NA,0.515283855421852,3.97557001268892,NA,NA,NA,8
"8C5XBCN2A.csv","generalizedgamma",-16.0912436493775,NA,NA,NA,NA,1.81713728241206,0.758173114472751,2.07870849248797,NA,NA,8
"8C5XBCN2A.csv","exponential",-1.03175528638103,1.60328605268889,NA,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2A.csv","weibull",-21.6053911061906,0.610243229678758,2.68464309423983,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2A.csv","gompertz_survival",-27.3187658626663,NA,NA,0.28627009024868,4.49704733811746,NA,NA,NA,0.550492380452138,NA,8
"8C5XBCN2A.csv","gompertz_survival_rawtime",-27.3187658624183,NA,NA,0.00300554812769785,0.0472143789202987,NA,NA,NA,52.4329340816258,NA,8
"8C5XBCN2A.csv","loglogistic",-12.4052432299633,NA,NA,NA,NA,0.515283855421852,3.97557001268892,NA,NA,NA,8
"8C5XBCN2A.csv","generalizedgamma",-16.0912436493775,NA,NA,NA,NA,1.81713728241206,0.758173114472751,2.07870849248797,NA,NA,8
"8C5XBCN2A.csv","exponential",-1.03175528638103,1.60328605268889,NA,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2A.csv","weibull",-21.6053911061906,0.610243229678758,2.68464309423983,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2A.csv","gompertz_survival",-27.3187658626663,NA,NA,0.28627009024868,4.49704733811746,NA,NA,NA,0.550492380452138,NA,8
"8C5XBCN2A.csv","gompertz_survival_rawtime",-27.3187658624183,NA,NA,0.00300554812769785,0.0472143789202987,NA,NA,NA,52.4329340816258,NA,8
"8C5XBCN2A.csv","loglogistic",-12.4052432299633,NA,NA,NA,NA,0.515283855421852,3.97557001268892,NA,NA,NA,8
"8C5XBCN2A.csv","generalizedgamma",-16.0912436493775,NA,NA,NA,NA,1.81713728241206,0.758173114472751,2.07870849248797,NA,NA,8
"8C5XBCN2A.csv","exponential",-1.03175528638103,1.60328605268889,NA,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2A.csv","weibull",-21.6053911061906,0.610243229678758,2.68464309423983,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2A.csv","gompertz_survival",-27.3187658626663,NA,NA,0.28627009024868,4.49704733811746,NA,NA,NA,0.550492380452138,NA,8
"8C5XBCN2A.csv","gompertz_survival_rawtime",-27.3187658624183,NA,NA,0.00300554812769785,0.0472143789202987,NA,NA,NA,52.4329340816258,NA,8
"8C5XBCN2A.csv","loglogistic",-12.4052432299633,NA,NA,NA,NA,0.515283855421852,3.97557001268892,NA,NA,NA,8
"8C5XBCN2A.csv","generalizedgamma",-16.0912436493775,NA,NA,NA,NA,1.81713728241206,0.758173114472751,2.07870849248797,NA,NA,8
"8C5XBCN2B.csv","exponential",-1.03175528638103,1.60328605268889,NA,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2B.csv","weibull",-21.6053911061906,0.610243229678758,2.68464309423983,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2B.csv","gompertz_survival",-27.3187658626663,NA,NA,0.28627009024868,4.49704733811746,NA,NA,NA,0.550492380452138,NA,8
"8C5XBCN2B.csv","gompertz_survival_rawtime",-27.3187658624183,NA,NA,0.00300554812769785,0.0472143789202987,NA,NA,NA,52.4329340816258,NA,8
"8C5XBCN2B.csv","loglogistic",-12.4052432299633,NA,NA,NA,NA,0.515283855421852,3.97557001268892,NA,NA,NA,8
"8C5XBCN2B.csv","generalizedgamma",-16.0912436493775,NA,NA,NA,NA,1.81713728241206,0.758173114472751,2.07870849248797,NA,NA,8
"8C5XBCN2B.csv","exponential",-1.03175528638103,1.60328605268889,NA,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2B.csv","weibull",-21.6053911061906,0.610243229678758,2.68464309423983,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2B.csv","gompertz_survival",-27.3187658626663,NA,NA,0.28627009024868,4.49704733811746,NA,NA,NA,0.550492380452138,NA,8
"8C5XBCN2B.csv","gompertz_survival_rawtime",-27.3187658624183,NA,NA,0.00300554812769785,0.0472143789202987,NA,NA,NA,52.4329340816258,NA,8
"8C5XBCN2B.csv","loglogistic",-12.4052432299633,NA,NA,NA,NA,0.515283855421852,3.97557001268892,NA,NA,NA,8
"8C5XBCN2B.csv","generalizedgamma",-16.0912436493775,NA,NA,NA,NA,1.81713728241206,0.758173114472751,2.07870849248797,NA,NA,8
"8C5XBCN2B.csv","exponential",-1.03175528638103,1.60328605268889,NA,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2B.csv","weibull",-21.6053911061906,0.610243229678758,2.68464309423983,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2B.csv","gompertz_survival",-27.3187658626663,NA,NA,0.28627009024868,4.49704733811746,NA,NA,NA,0.550492380452138,NA,8
"8C5XBCN2B.csv","gompertz_survival_rawtime",-27.3187658624183,NA,NA,0.00300554812769785,0.0472143789202987,NA,NA,NA,52.4329340816258,NA,8
"8C5XBCN2B.csv","loglogistic",-12.4052432299633,NA,NA,NA,NA,0.515283855421852,3.97557001268892,NA,NA,NA,8
"8C5XBCN2B.csv","generalizedgamma",-16.0912436493775,NA,NA,NA,NA,1.81713728241206,0.758173114472751,2.07870849248797,NA,NA,8
"8C5XBCN2B.csv","exponential",-1.03175528638103,1.60328605268889,NA,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2B.csv","weibull",-21.6053911061906,0.610243229678758,2.68464309423983,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2B.csv","gompertz_survival",-27.3187658626663,NA,NA,0.28627009024868,4.49704733811746,NA,NA,NA,0.550492380452138,NA,8
"8C5XBCN2B.csv","gompertz_survival_rawtime",-27.3187658624183,NA,NA,0.00300554812769785,0.0472143789202987,NA,NA,NA,52.4329340816258,NA,8
"8C5XBCN2B.csv","loglogistic",-12.4052432299633,NA,NA,NA,NA,0.515283855421852,3.97557001268892,NA,NA,NA,8
"8C5XBCN2B.csv","generalizedgamma",-16.0912436493775,NA,NA,NA,NA,1.81713728241206,0.758173114472751,2.07870849248797,NA,NA,8
"8C5XBCN2B.csv","exponential",-1.03175528638103,1.60328605268889,NA,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2B.csv","weibull",-21.6053911061906,0.610243229678758,2.68464309423983,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2B.csv","gompertz_survival",-27.3187658626663,NA,NA,0.28627009024868,4.49704733811746,NA,NA,NA,0.550492380452138,NA,8
"8C5XBCN2B.csv","gompertz_survival_rawtime",-27.3187658624183,NA,NA,0.00300554812769785,0.0472143789202987,NA,NA,NA,52.4329340816258,NA,8
"8C5XBCN2B.csv","loglogistic",-12.4052432299633,NA,NA,NA,NA,0.515283855421852,3.97557001268892,NA,NA,NA,8
"8C5XBCN2B.csv","generalizedgamma",-16.0912436493775,NA,NA,NA,NA,1.81713728241206,0.758173114472751,2.07870849248797,NA,NA,8
"8C5XBCN2B.csv","exponential",-1.03175528638103,1.60328605268889,NA,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2B.csv","weibull",-21.6053911061906,0.610243229678758,2.68464309423983,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2B.csv","gompertz_survival",-27.3187658626663,NA,NA,0.28627009024868,4.49704733811746,NA,NA,NA,0.550492380452138,NA,8
"8C5XBCN2B.csv","gompertz_survival_rawtime",-27.3187658624183,NA,NA,0.00300554812769785,0.0472143789202987,NA,NA,NA,52.4329340816258,NA,8
"8C5XBCN2B.csv","loglogistic",-12.4052432299633,NA,NA,NA,NA,0.515283855421852,3.97557001268892,NA,NA,NA,8
"8C5XBCN2B.csv","generalizedgamma",-16.0912436493775,NA,NA,NA,NA,1.81713728241206,0.758173114472751,2.07870849248797,NA,NA,8
"8C5XBCN2B.csv","exponential",-1.03175528638103,1.60328605268889,NA,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2B.csv","weibull",-21.6053911061906,0.610243229678758,2.68464309423983,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2B.csv","gompertz_survival",-27.3187658626663,NA,NA,0.28627009024868,4.49704733811746,NA,NA,NA,0.550492380452138,NA,8
"8C5XBCN2B.csv","gompertz_survival_rawtime",-27.3187658624183,NA,NA,0.00300554812769785,0.0472143789202987,NA,NA,NA,52.4329340816258,NA,8
"8C5XBCN2B.csv","loglogistic",-12.4052432299633,NA,NA,NA,NA,0.515283855421852,3.97557001268892,NA,NA,NA,8
"8C5XBCN2B.csv","generalizedgamma",-16.0912436493775,NA,NA,NA,NA,1.81713728241206,0.758173114472751,2.07870849248797,NA,NA,8
"8C5XBCN2B.csv","exponential",-1.03175528638103,1.60328605268889,NA,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2B.csv","weibull",-21.6053911061906,0.610243229678758,2.68464309423983,NA,NA,NA,NA,NA,NA,NA,8
"8C5XBCN2B.csv","gompertz_survival",-27.3187658626663,NA,NA,0.28627009024868,4.49704733811746,NA,NA,NA,0.550492380452138,NA,8
"8C5XBCN2B.csv","gompertz_survival_rawtime",-27.3187658624183,NA,NA,0.00300554812769785,0.0472143789202987,NA,NA,NA,52.4329340816258,NA,8
"8C5XBCN2B.csv","loglogistic",-12.4052432299633,NA,NA,NA,NA,0.515283855421852,3.97557001268892,NA,NA,NA,8
"8C5XBCN2B.csv","generalizedgamma",-16.0912436493775,NA,NA,NA,NA,1.81713728241206,0.758173114472751,2.07870849248797,NA,NA,8
"8VX95356.csv","exponential",-43.1639143001992,3.07974705268256,NA,NA,NA,NA,NA,NA,NA,NA,16
"8VX95356.csv","weibull",-40.3135353845165,0.326909855288355,1.03881586724912,NA,NA,NA,NA,NA,NA,NA,16
"8VX95356.csv","gompertz_survival",-42.3285786121084,NA,NA,2.67259337624444,0.61660243790696,NA,NA,NA,0.240591749623751,NA,16
"8VX95356.csv","gompertz_survival_rawtime",-44.8092648855993,NA,NA,0.00507131400294258,0.00440311360474987,NA,NA,NA,107.001317039749,NA,16
"8VX95356.csv","loglogistic",-29.9003517422991,NA,NA,NA,NA,0.214786799019555,1.59961911678618,NA,NA,NA,16
"8VX95356.csv","generalizedgamma",-40.450203360474,NA,NA,NA,NA,1.85112161321892,0.589057367087968,0.778896414415578,NA,NA,16
"8VX95356.csv","exponential",-43.1639143001992,3.07974705268256,NA,NA,NA,NA,NA,NA,NA,NA,16
"8VX95356.csv","weibull",-40.3135353845165,0.326909855288355,1.03881586724912,NA,NA,NA,NA,NA,NA,NA,16
"8VX95356.csv","gompertz_survival",-42.3285786121084,NA,NA,2.67259337624444,0.61660243790696,NA,NA,NA,0.240591749623751,NA,16
"8VX95356.csv","gompertz_survival_rawtime",-44.8092648855993,NA,NA,0.00507131400294258,0.00440311360474987,NA,NA,NA,107.001317039749,NA,16
"8VX95356.csv","loglogistic",-29.9003517422991,NA,NA,NA,NA,0.214786799019555,1.59961911678618,NA,NA,NA,16
"8VX95356.csv","generalizedgamma",-40.450203360474,NA,NA,NA,NA,1.85112161321892,0.589057367087968,0.778896414415578,NA,NA,16
"8VX95356.csv","exponential",-43.1639143001992,3.07974705268256,NA,NA,NA,NA,NA,NA,NA,NA,16
"8VX95356.csv","weibull",-40.3135353845165,0.326909855288355,1.03881586724912,NA,NA,NA,NA,NA,NA,NA,16
"8VX95356.csv","gompertz_survival",-42.3285786121084,NA,NA,2.67259337624444,0.61660243790696,NA,NA,NA,0.240591749623751,NA,16
"8VX95356.csv","gompertz_survival_rawtime",-44.8092648855993,NA,NA,0.00507131400294258,0.00440311360474987,NA,NA,NA,107.001317039749,NA,16
"8VX95356.csv","loglogistic",-29.9003517422991,NA,NA,NA,NA,0.214786799019555,1.59961911678618,NA,NA,NA,16
"8VX95356.csv","generalizedgamma",-40.450203360474,NA,NA,NA,NA,1.85112161321892,0.589057367087968,0.778896414415578,NA,NA,16
"8VX95356.csv","exponential",-43.1639143001992,3.07974705268256,NA,NA,NA,NA,NA,NA,NA,NA,16
"8VX95356.csv","weibull",-40.3135353845165,0.326909855288355,1.03881586724912,NA,NA,NA,NA,NA,NA,NA,16
"8VX95356.csv","gompertz_survival",-42.3285786121084,NA,NA,2.67259337624444,0.61660243790696,NA,NA,NA,0.240591749623751,NA,16
"8VX95356.csv","gompertz_survival_rawtime",-44.8092648855993,NA,NA,0.00507131400294258,0.00440311360474987,NA,NA,NA,107.001317039749,NA,16
"8VX95356.csv","loglogistic",-29.9003517422991,NA,NA,NA,NA,0.214786799019555,1.59961911678618,NA,NA,NA,16
"8VX95356.csv","generalizedgamma",-40.450203360474,NA,NA,NA,NA,1.85112161321892,0.589057367087968,0.778896414415578,NA,NA,16
"8VX95356.csv","exponential",-43.1639143001992,3.07974705268256,NA,NA,NA,NA,NA,NA,NA,NA,16
"8VX95356.csv","weibull",-40.3135353845165,0.326909855288355,1.03881586724912,NA,NA,NA,NA,NA,NA,NA,16
"8VX95356.csv","gompertz_survival",-42.3285786121084,NA,NA,2.67259337624444,0.61660243790696,NA,NA,NA,0.240591749623751,NA,16
"8VX95356.csv","gompertz_survival_rawtime",-44.8092648855993,NA,NA,0.00507131400294258,0.00440311360474987,NA,NA,NA,107.001317039749,NA,16
"8VX95356.csv","loglogistic",-29.9003517422991,NA,NA,NA,NA,0.214786799019555,1.59961911678618,NA,NA,NA,16
"8VX95356.csv","generalizedgamma",-40.450203360474,NA,NA,NA,NA,1.85112161321892,0.589057367087968,0.778896414415578,NA,NA,16
"8VX95356.csv","exponential",-43.1639143001992,3.07974705268256,NA,NA,NA,NA,NA,NA,NA,NA,16
"8VX95356.csv","weibull",-40.3135353845165,0.326909855288355,1.03881586724912,NA,NA,NA,NA,NA,NA,NA,16
"8VX95356.csv","gompertz_survival",-42.3285786121084,NA,NA,2.67259337624444,0.61660243790696,NA,NA,NA,0.240591749623751,NA,16
"8VX95356.csv","gompertz_survival_rawtime",-44.8092648855993,NA,NA,0.00507131400294258,0.00440311360474987,NA,NA,NA,107.001317039749,NA,16
"8VX95356.csv","loglogistic",-29.9003517422991,NA,NA,NA,NA,0.214786799019555,1.59961911678618,NA,NA,NA,16
